Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","12008.981097"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","12304.523104"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","12415.899159"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","12997.652959"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","13194.038548"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","13135.974668"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","13215.152813"
"Value of Agricultural Production","Côte d'Ivoire","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","13390.528072"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","87.436502"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","164.106569"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","198.363407"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","252.195582"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","220.222533"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","183.355649"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","185.313183"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","213.371165"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","162.149035"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","190.207017"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","164.106569"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","151.056345"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","108.316861"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","187.270717"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","181.398116"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","173.241726"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","135.722331"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","170.957936"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","65.903632"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","102.770515"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","87.762757"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","47.307063"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","34.583094"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","83.195179"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","152.361367"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","56.442219"
"Value of Agricultural Production","Croatia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","154.645156"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","24142.914696"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","24142.914696"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","26669.111838"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","30786.45756"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","29780.611533"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","41516.351865"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","38114.158426"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","41284.38413"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","37912.532463"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","42060.546212"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","29350.280391"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","38941.542638"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","40806.745926"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","34364.829025"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","41402.814914"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","41505.259174"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","54303.940263"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","62772.556976"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","62435.208682"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","99208.13032"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","84025.173277"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","110532.462335"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","130386.420861"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","121038.219039"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","132587.01491"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","143783.454728"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","161806.140548"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","165643.558962"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","154491.816162"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","196358.24029"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","161623.43741"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","148651.188339"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","131438.268928"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","87846.605166"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","93374.353865"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","96343.279861"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","162475.290792"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","122117.472577"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","160904.696314"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","153499.020359"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","198419.523196"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","96771.327214"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","160583.008289"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","161496.52398"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","127066.443834"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","58189.970763"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","98790.196891"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","65381.623042"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","85152.712644"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","58159.302736"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","40096.813732"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","30614.847113"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","27767.614456"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","11778.806071"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","13102.098801"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","12412.72071"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","9967.761213"
"Value of Agricultural Production","Cuba","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","6958.167456"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","18890.199472"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","14746.753301"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","21532.869864"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","18890.199472"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","19868.966284"
"Value of Agricultural Production","Cyprus","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","22022.25327"
